bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr3:49724116-49724235:MST1	120	276.5112	0.5467	0.5350	0.0746	0.0530
chr3:49724321-49724770:MST1	450	578.5687	1.1168	1.1142	0.0465	0.0337
chr3:49724794-49724913:MST1	120	351.9085	0.6986	0.6940	0.0607	0.0437
chr3:49724986-49725105:MST1	120	399.1181	0.7777	0.7859	0.0623	0.0462
chr3:49725137-49725376:MST1	240	400.0120	0.7879	0.7900	0.0705	0.0495
chr3:49726018-49726137:MST1	120	405.4435	0.8165	0.8198	0.0683	0.0636
chr3:49924690-49925049:MST1R	360	582.4013	1.1187	1.1240	0.0347	0.0258
chr3:49927322-49927560:MST1R	239	430.3206	0.8503	0.8457	0.0664	0.0448
chr3:49927881-49928120:MST1R	240	507.4088	0.9916	0.9884	0.0568	0.0318
chr3:49928625-49928744:MST1R	120	331.1583	0.6733	0.6684	0.0525	0.0425
chr3:49928803-49929042:MST1R	240	492.5050	0.9482	0.9548	0.0427	0.0321
chr3:49929172-49929291:MST1R	120	322.7045	0.6310	0.6328	0.0425	0.0244
chr3:49932583-49932822:MST1R	240	458.1842	0.9206	0.9044	0.0638	0.0372
chr3:49932871-49932990:MST1R	120	445.7028	0.8723	0.8749	0.0532	0.0391
chr3:49933111-49933586:MST1R	476	604.2984	1.1667	1.1709	0.0598	0.0475
chr3:49933615-49933854:MST1R	240	510.4755	1.0033	1.0017	0.0563	0.0428
chr3:49933960-49934079:MST1R	120	405.3907	0.8055	0.7948	0.0616	0.0349
chr3:49934123-49934362:MST1R	240	434.0993	0.8671	0.8547	0.0513	0.0380
chr3:49934662-49934901:MST1R	240	469.0829	0.9409	0.9267	0.0717	0.0581
chr3:49934916-49935155:MST1R	240	516.8219	1.0193	1.0154	0.0664	0.0416
chr3:49935444-49935683:MST1R	240	366.6385	0.7318	0.7228	0.0481	0.0409
chr3:49935916-49936155:MST1R	240	458.7354	0.9021	0.9066	0.0563	0.0430
chr3:49936245-49936722:MST1R	478	539.8500	1.0669	1.0622	0.0788	0.0687
chr3:49939770-49941089:MST1R	1320	645.1796	1.2282	1.2328	0.0411	0.0276
chr3:51976705-51977064:PARP3	360	398.0315	0.7990	0.7924	0.0537	0.0353
chr3:51977341-51977580:PARP3	240	499.7433	0.9893	0.9847	0.0644	0.0516
chr3:51978050-51978289:PARP3	240	504.4135	0.9848	0.9926	0.0626	0.0417
chr3:51978381-51978620:PARP3	240	663.3661	1.2669	1.2657	0.0271	0.0228
chr3:51978741-51978980:PARP3	240	472.0532	0.9256	0.9298	0.0753	0.0563
chr3:51979008-51979247:PARP3	240	620.2752	1.2012	1.2044	0.0332	0.0297
chr3:51979467-51979706:PARP3	240	473.5555	0.9197	0.9234	0.0511	0.0387
chr3:51979853-51979972:PARP3	120	314.6375	0.6198	0.6215	0.0356	0.0262
chr3:51980152-51980391:PARP3	240	478.2664	0.9452	0.9421	0.0222	0.0180
chr3:51981714-51981953:PARP3	240	491.4841	0.9704	0.9637	0.0398	0.0331
chr3:51982293-51982532:PARP3	240	383.7615	0.7628	0.7588	0.0518	0.0411
chr3:52436251-52436490:BAP1	240	574.6605	1.1436	1.1324	0.0702	0.0571
chr3:52436595-52436714:BAP1	120	418.3566	0.8282	0.8237	0.0745	0.0478
chr3:52436756-52436995:BAP1	240	670.4265	1.2570	1.2595	0.0242	0.0214
chr3:52437115-52437354:BAP1	240	583.0941	1.1558	1.1581	0.0467	0.0348
chr3:52437431-52437910:BAP1	480	667.3872	1.2552	1.2612	0.0274	0.0229
chr3:52438416-52438655:BAP1	240	500.5679	0.9842	0.9876	0.0499	0.0401
chr3:52439099-52439338:BAP1	240	568.5210	1.1383	1.1252	0.0581	0.0440
chr3:52439735-52439974:BAP1	240	548.7122	1.0766	1.0794	0.0503	0.0358
chr3:52440211-52440450:BAP1	240	521.5420	1.0275	1.0249	0.0561	0.0432
chr3:52440824-52440943:BAP1	120	356.2784	0.7081	0.7128	0.0266	0.0243
chr3:52441141-52441380:BAP1	240	598.4005	1.1690	1.1705	0.0613	0.0446
chr3:52441386-52441505:BAP1	120	489.6389	0.9669	0.9671	0.0645	0.0503
chr3:52441914-52442153:BAP1	240	590.7149	1.1735	1.1676	0.0652	0.0500
chr3:52442437-52442676:BAP1	240	540.5645	1.0741	1.0678	0.0398	0.0351
chr3:52443537-52443656:BAP1	120	439.5271	0.8660	0.8687	0.0578	0.0478
chr3:52443685-52443804:BAP1	120	649.9333	1.2456	1.2512	0.0338	0.0218
chr3:52443817-52443936:BAP1	120	449.5912	0.8825	0.8818	0.0252	0.0193
chr3:52582046-52582285:PBRM1	240	586.1286	1.1548	1.1543	0.0352	0.0241
chr3:52584426-52584665:PBRM1	240	598.9393	1.1850	1.1952	0.0508	0.0386
chr3:52584738-52584857:PBRM1	120	321.2754	0.6398	0.6418	0.0411	0.0266
chr3:52588698-52588937:PBRM1	240	548.1174	1.0817	1.0779	0.0391	0.0237
chr3:52592228-52592467:PBRM1	240	602.6674	1.1985	1.1914	0.0382	0.0250
chr3:52595764-52596003:PBRM1	240	646.7327	1.2623	1.2605	0.0304	0.0222
chr3:52597284-52597523:PBRM1	240	563.6833	1.1025	1.1017	0.0283	0.0215
chr3:52598038-52598277:PBRM1	240	545.9604	1.0648	1.0649	0.0354	0.0267
chr3:52610516-52610755:PBRM1	240	538.4822	1.0699	1.0673	0.0735	0.0595
chr3:52613023-52613262:PBRM1	240	587.0259	1.1683	1.1645	0.0513	0.0456
chr3:52620393-52620752:PBRM1	360	647.3130	1.2633	1.2668	0.0315	0.0257
chr3:52621328-52621567:PBRM1	240	530.4159	1.0400	1.0391	0.0399	0.0306
chr3:52623059-52623298:PBRM1	240	489.9608	0.9614	0.9630	0.0422	0.0334
chr3:52637438-52637557:PBRM1	120	551.2237	1.0870	1.1051	0.0647	0.0465
chr3:52637590-52637828:PBRM1	239	598.5153	1.1777	1.1838	0.0584	0.0426
chr3:52643291-52644010:PBRM1	720	657.7236	1.2745	1.2743	0.0236	0.0184
chr3:52649360-52649479:PBRM1	120	406.8039	0.8093	0.8085	0.0573	0.0429
chr3:52651237-52651596:PBRM1	360	612.0242	1.1964	1.1995	0.0370	0.0239
chr3:52658876-52658995:PBRM1	120	298.9514	0.5853	0.5838	0.0313	0.0232
chr3:52661278-52661397:PBRM1	120	340.2156	0.6730	0.6727	0.0441	0.0333
chr3:52662861-52663100:PBRM1	240	594.8790	1.1828	1.1775	0.0825	0.0662
chr3:52668605-52668844:PBRM1	240	586.9599	1.1553	1.1535	0.0497	0.0338
chr3:52675956-52676075:PBRM1	120	391.4627	0.7653	0.7685	0.0604	0.0422
chr3:52677252-52677371:PBRM1	120	332.3300	0.6665	0.6596	0.0369	0.0299
chr3:52678703-52678822:PBRM1	120	360.1693	0.7076	0.7161	0.0530	0.0422
chr3:52682349-52682468:PBRM1	120	480.9480	0.9514	0.9547	0.0504	0.0421
chr3:52685733-52685852:PBRM1	120	401.6392	0.7957	0.7891	0.0429	0.0351
chr3:52692214-52692333:PBRM1	120	401.6043	0.7862	0.7873	0.0377	0.0252
chr3:52696101-52696340:PBRM1	240	622.0387	1.2236	1.2264	0.0596	0.0505
chr3:52702468-52702707:PBRM1	240	524.0466	1.0356	1.0396	0.0818	0.0623
chr3:52712505-52712624:PBRM1	120	327.4803	0.6548	0.6491	0.0355	0.0275
chr3:52713547-52713786:PBRM1	240	554.1835	1.0906	1.0951	0.0434	0.0272
chr3:52715679-52715798:PBRM1	120	346.6996	0.6883	0.6845	0.0434	0.0352
chr3:69788741-69788860:MITF	120	428.1488	0.8448	0.8422	0.0591	0.0535
chr3:69812655-69812894:MITF	240	604.8124	1.1843	1.1910	0.0483	0.0412
chr3:69812908-69813147:MITF	240	598.1659	1.1805	1.1817	0.0523	0.0316
chr3:69915317-69915556:MITF	240	726.0671	1.3135	1.3320	0.0723	0.0531
chr3:69928279-69928397:MITF	119	563.6192	1.1088	1.1198	0.0634	0.0437
chr3:69928399-69928638:MITF	240	633.1532	1.2432	1.2396	0.0417	0.0308
chr3:69985709-69985948:MITF	240	391.7528	0.7723	0.7692	0.0414	0.0354
chr3:69986967-69987206:MITF	240	590.5708	1.1603	1.1622	0.0467	0.0376
chr3:69987500-69988219:MITF	720	682.5859	1.2756	1.2743	0.0354	0.0251
chr3:69988231-69988350:MITF	120	547.8277	1.0737	1.0879	0.0745	0.0466
chr3:69990375-69990494:MITF	120	286.0326	0.5626	0.5600	0.0498	0.0242
chr3:69998201-69998320:MITF	120	500.7624	0.9687	0.9782	0.0517	0.0439
chr3:70000941-70001060:MITF	120	396.8329	0.7904	0.7901	0.0397	0.0299
chr3:70005584-70005703:MITF	120	418.0552	0.8307	0.8293	0.0483	0.0415
chr3:70008378-70008617:MITF	240	641.7581	1.2505	1.2374	0.0620	0.0464
chr3:70013959-70014438:MITF	480	611.4423	1.1853	1.1927	0.0478	0.0421
chr3:71008351-71008590:FOXP1	240	414.7190	0.8096	0.8102	0.0378	0.0265
chr3:71015004-71015243:FOXP1	240	432.9841	0.8550	0.8551	0.0446	0.0354
chr3:71019862-71019981:FOXP1	120	287.9046	0.5619	0.5639	0.0464	0.0223
chr3:71021127-71021366:FOXP1	240	499.6511	0.9829	0.9914	0.0436	0.0216
chr3:71021647-71021886:FOXP1	240	497.4436	0.9918	0.9904	0.0445	0.0334
chr3:71026083-71026202:FOXP1	120	358.5704	0.7148	0.7080	0.0353	0.0309
chr3:71026774-71026893:FOXP1	120	487.7688	0.9415	0.9421	0.0410	0.0309
chr3:71026960-71027199:FOXP1	240	537.4262	1.0494	1.0531	0.0275	0.0207
chr3:71037127-71037246:FOXP1	120	422.2494	0.8291	0.8275	0.0397	0.0328
chr3:71050107-71050226:FOXP1	120	210.1225	0.3776	0.3797	0.0287	0.0236
chr3:71064693-71064812:FOXP1	120	269.4118	0.5255	0.5174	0.0573	0.0544
chr3:71090462-71090701:FOXP1	240	421.8687	0.8305	0.8248	0.0388	0.0319
chr3:71096050-71096289:FOXP1	240	715.5615	1.2983	1.2960	0.0229	0.0197
chr3:71101673-71101792:FOXP1	120	435.2080	0.8611	0.8626	0.0546	0.0469
chr3:71102736-71102975:FOXP1	240	567.8763	1.1283	1.1285	0.0417	0.0284
chr3:71113903-71114022:FOXP1	120	268.4375	0.5337	0.5161	0.0647	0.0493
chr3:71161678-71161797:FOXP1	120	315.5636	0.6249	0.6194	0.0270	0.0209
chr3:71179631-71180110:FOXP1	480	544.7164	1.0767	1.0733	0.0490	0.0373
chr3:71247006-71247245:FOXP1	240	539.7442	1.0559	1.0612	0.0436	0.0298
chr3:71247323-71247562:FOXP1	240	341.9929	0.6783	0.6738	0.0356	0.0289
chr3:72427316-72427795:RYBP	480	590.2307	1.1708	1.1686	0.0317	0.0250
chr3:72428180-72428299:RYBP	120	388.0428	0.7574	0.7599	0.0317	0.0257
chr3:72428343-72428582:RYBP	240	543.1733	1.0575	1.0700	0.0391	0.0334
chr3:72495591-72495830:RYBP	240	556.1791	1.1085	1.1092	0.0471	0.0388
chr3:72799428-72800027:SHQ1	600	613.9761	1.2180	1.2155	0.0274	0.0243
chr3:72802097-72802816:SHQ1	720	602.7112	1.1939	1.1958	0.0397	0.0288
chr3:72842008-72842247:SHQ1	240	400.7067	0.7826	0.7958	0.0695	0.0627
chr3:72861764-72862003:SHQ1	240	415.8743	0.7998	0.7980	0.0196	0.0126
chr3:72864468-72864587:SHQ1	120	331.4125	0.6526	0.6526	0.0295	0.0239
chr3:72866338-72866577:SHQ1	240	546.5425	1.0786	1.0809	0.0508	0.0357
chr3:72873519-72873758:SHQ1	240	626.5802	1.2275	1.2226	0.0642	0.0602
chr3:72881517-72881636:SHQ1	120	346.6256	0.6903	0.6881	0.0465	0.0372
chr3:72890153-72890392:SHQ1	240	496.8897	0.9764	0.9866	0.0509	0.0391
chr3:72891366-72891605:SHQ1	240	522.0839	1.0299	1.0376	0.0780	0.0505
chr3:72893483-72893602:SHQ1	120	361.7044	0.7172	0.7177	0.0547	0.0434
chr3:72895348-72895467:SHQ1	120	577.0131	1.1143	1.1353	0.0781	0.0660
chr3:72897328-72897567:SHQ1	240	502.1284	0.9938	0.9966	0.0682	0.0445
chr3:73046146-73046265:PPP4R2	120	264.7647	0.5027	0.5047	0.0532	0.0505
chr3:73047209-73047328:PPP4R2	120	396.3632	0.7861	0.7883	0.0648	0.0413
chr3:73096303-73096542:PPP4R2	240	424.1886	0.8401	0.8446	0.0599	0.0438
chr3:73108175-73108294:PPP4R2	120	317.8214	0.6361	0.6287	0.0351	0.0277
chr3:73110122-73110240:PPP4R2	119	297.7373	0.5822	0.5800	0.0286	0.0217
chr3:73112801-73112920:PPP4R2	120	360.1976	0.7187	0.7099	0.0381	0.0280
chr3:73113106-73113345:PPP4R2	240	482.9729	0.9329	0.9545	0.0664	0.0425
chr3:73113968-73114327:PPP4R2	360	543.5749	1.0768	1.0786	0.0543	0.0388
chr3:73114531-73114890:PPP4R2	360	560.7758	1.0853	1.0938	0.0441	0.0257
chr3:89156883-89157002:EPHA3	120	597.8216	1.1861	1.1844	0.0815	0.0725
chr3:89176331-89176450:EPHA3	120	397.5922	0.7747	0.7826	0.0600	0.0503
chr3:89258980-89259699:EPHA3	720	760.1260	1.3367	1.3304	0.0256	0.0202
chr3:89390024-89390263:EPHA3	240	620.8661	1.2177	1.2243	0.0685	0.0547
chr3:89390893-89391252:EPHA3	360	646.3957	1.2489	1.2479	0.0376	0.0301
chr3:89444929-89445168:EPHA3	240	566.1321	1.1081	1.1085	0.0545	0.0485
chr3:89448439-89448797:EPHA3	359	717.2427	1.2927	1.2980	0.0428	0.0318
chr3:89448811-89449262:EPHA3	452	686.1466	1.3007	1.3022	0.0663	0.0476
chr3:89456411-89456530:EPHA3	120	436.9214	0.8704	0.8639	0.0425	0.0350
chr3:89457189-89457308:EPHA3	120	472.8389	0.9154	0.9426	0.1156	0.0863
chr3:89462234-89462473:EPHA3	240	554.6056	1.0553	1.0724	0.0471	0.0356
chr3:89468328-89468567:EPHA3	240	739.9783	1.3209	1.3242	0.0608	0.0511
chr3:89478227-89478346:EPHA3	120	311.6370	0.6256	0.6255	0.0418	0.0304
chr3:89480285-89480524:EPHA3	240	598.9102	1.1663	1.1863	0.0800	0.0557
chr3:89498330-89498569:EPHA3	240	439.3941	0.8592	0.8590	0.0474	0.0340
chr3:89499304-89499543:EPHA3	240	605.4988	1.1807	1.1946	0.0571	0.0493
chr3:89521572-89521811:EPHA3	240	658.2973	1.2772	1.2727	0.0374	0.0331
chr3:89528540-89528659:EPHA3	120	495.5161	0.9730	0.9708	0.0545	0.0362
chr3:119545609-119545728:GSK3B	120	403.7050	0.7976	0.8032	0.0335	0.0239
chr3:119562091-119562210:GSK3B	120	476.0673	0.9394	0.9355	0.0352	0.0279
chr3:119582239-119582478:GSK3B	240	597.1482	1.1731	1.1859	0.0735	0.0445
chr3:119585396-119585515:GSK3B	120	405.6361	0.7997	0.8047	0.0652	0.0497
chr3:119595248-119595367:GSK3B	120	466.4818	0.9139	0.9246	0.0714	0.0439
chr3:119624591-119624710:GSK3B	120	390.4081	0.7528	0.7597	0.0565	0.0498
chr3:119631544-119631663:GSK3B	120	300.6815	0.5853	0.5875	0.0451	0.0297
chr3:119634862-119635100:GSK3B	239	496.0228	0.9544	0.9540	0.0395	0.0289
chr3:119642215-119642334:GSK3B	120	340.3257	0.6756	0.6729	0.0522	0.0353
chr3:119666097-119666216:GSK3B	120	331.6982	0.6464	0.6474	0.0318	0.0252
chr3:119720870-119721109:GSK3B	240	511.1142	1.0219	1.0158	0.0597	0.0423
chr3:119812178-119812297:GSK3B	120	461.4059	0.9199	0.9189	0.0634	0.0535
chr3:128199832-128200191:GATA2	360	540.9344	1.0385	1.0334	0.0387	0.0314
chr3:128200600-128200839:GATA2	240	391.1993	0.7653	0.7579	0.0451	0.0292
chr3:128202656-128202895:GATA2	240	397.8552	0.7817	0.7842	0.0583	0.0454
chr3:128204531-128205250:GATA2	720	479.3257	0.9593	0.9435	0.0723	0.0501
chr3:128205641-128205880:GATA2	240	404.8502	0.7921	0.7907	0.0502	0.0371
chr3:134514443-134514562:EPHB1	120	224.8475	0.3964	0.4002	0.0222	0.0187
chr3:134644630-134644749:EPHB1	120	410.7641	0.8065	0.8114	0.0434	0.0347
chr3:134670194-134670913:EPHB1	720	597.6706	1.1864	1.1794	0.0330	0.0242
chr3:134825248-134825487:EPHB1	240	407.1859	0.8067	0.8067	0.0278	0.0202
chr3:134851544-134851903:EPHB1	360	457.0972	0.9007	0.9046	0.0469	0.0372
chr3:134872936-134873175:EPHB1	240	389.0307	0.7691	0.7712	0.0492	0.0416
chr3:134880822-134881061:EPHB1	240	463.3913	0.9177	0.9123	0.0322	0.0220
chr3:134884804-134884923:EPHB1	120	333.9445	0.6582	0.6558	0.0329	0.0233
chr3:134885756-134885875:EPHB1	120	358.9165	0.7072	0.7018	0.0299	0.0244
chr3:134898644-134898883:EPHB1	240	413.1365	0.8107	0.8198	0.0384	0.0309
chr3:134911362-134911721:EPHB1	360	457.6337	0.9072	0.9076	0.0345	0.0250
chr3:134920304-134920543:EPHB1	240	449.2292	0.8884	0.8914	0.0428	0.0389
chr3:134959945-134960184:EPHB1	240	380.2728	0.7580	0.7548	0.0314	0.0268
chr3:134967135-134967374:EPHB1	240	486.5534	0.9568	0.9548	0.0292	0.0176
chr3:134968136-134968375:EPHB1	240	538.6212	1.0599	1.0560	0.0427	0.0322
chr3:134977848-134977967:EPHB1	120	350.6198	0.6993	0.6975	0.0292	0.0196
chr3:138374180-138374419:PIK3CB	240	585.0877	1.1578	1.1596	0.0597	0.0379
chr3:138374931-138375170:PIK3CB	240	561.1505	1.1100	1.1072	0.0419	0.0361
chr3:138376485-138376724:PIK3CB	240	716.1341	1.3106	1.3274	0.0746	0.0514
chr3:138382690-138382929:PIK3CB	240	563.3317	1.1111	1.1114	0.0518	0.0418
chr3:138383842-138384081:PIK3CB	240	648.4468	1.2651	1.2694	0.0348	0.0284
chr3:138400788-138400907:PIK3CB	120	411.5230	0.8124	0.8169	0.0739	0.0532
chr3:138402515-138402634:PIK3CB	120	483.3815	0.9506	0.9616	0.0619	0.0502
chr3:138403436-138403675:PIK3CB	240	713.8996	1.2849	1.2995	0.0487	0.0364
chr3:138407707-138407826:PIK3CB	120	460.5220	0.9075	0.9109	0.0526	0.0431
chr3:138409794-138410033:PIK3CB	240	601.5449	1.1944	1.1905	0.0698	0.0585
chr3:138413569-138413808:PIK3CB	240	558.2427	1.1006	1.1037	0.0584	0.0515
chr3:138417724-138417963:PIK3CB	240	658.2804	1.2708	1.2695	0.0332	0.0258
chr3:138423250-138423369:PIK3CB	120	358.9228	0.7060	0.7108	0.0418	0.0296
chr3:138425992-138426471:PIK3CB	480	741.6385	1.3610	1.3606	0.0809	0.0582
chr3:138431039-138431158:PIK3CB	120	387.7935	0.7579	0.7609	0.0471	0.0350
chr3:138433256-138433615:PIK3CB	360	698.0197	1.3018	1.2932	0.0492	0.0379
chr3:138452182-138452301:PIK3CB	120	516.7624	1.0282	1.0283	0.0720	0.0475
chr3:138453441-138453680:PIK3CB	240	610.7687	1.2101	1.2100	0.0654	0.0605
chr3:138456519-138456758:PIK3CB	240	572.2623	1.1288	1.1292	0.0629	0.0521
chr3:138461392-138461631:PIK3CB	240	582.3271	1.1694	1.1576	0.0804	0.0657
chr3:138474589-138474828:PIK3CB	240	520.2682	1.0214	1.0212	0.0462	0.0290
chr3:138477980-138478219:PIK3CB	240	551.0512	1.0862	1.0826	0.0341	0.0201
chr3:138664369-138664575:FOXL2	207	396.0828	0.7838	0.7893	0.0681	0.0473
chr3:138664707-138665602:FOXL2	896	526.0697	1.0439	1.0393	0.0618	0.0380
chr3:142168238-142168477:ATR	240	395.7894	0.7891	0.7839	0.0470	0.0377
chr3:142169266-142170465:ATR	1200	709.6241	1.2678	1.2678	0.0286	0.0234
chr3:142170572-142171256:ATR	685	620.7038	1.2259	1.2221	0.0539	0.0455
chr3:142171539-142172137:ATR	599	589.1180	1.1640	1.1561	0.0462	0.0377
chr3:142176402-142176641:ATR	240	514.1293	1.0015	1.0242	0.0690	0.0429
chr3:142177754-142177993:ATR	240	464.2736	0.8975	0.9100	0.0582	0.0565
chr3:142178028-142178267:ATR	240	565.5163	1.1144	1.1205	0.0663	0.0505
chr3:142180737-142180976:ATR	240	431.4062	0.8500	0.8554	0.0480	0.0346
chr3:142183891-142184130:ATR	240	370.7011	0.7277	0.7344	0.0676	0.0519
chr3:142185151-142185390:ATR	240	489.1977	0.9546	0.9599	0.0455	0.0308
chr3:142186723-142186962:ATR	240	468.0480	0.9199	0.9270	0.0310	0.0291
chr3:142188176-142188415:ATR	240	578.5648	1.1453	1.1492	0.1021	0.0891
chr3:142188917-142189036:ATR	120	288.3883	0.5636	0.5629	0.0658	0.0509
chr3:142203933-142204172:ATR	240	487.3821	0.9595	0.9598	0.0411	0.0359
chr3:142211944-142212183:ATR	240	520.3028	1.0152	1.0153	0.0386	0.0264
chr3:142215163-142215402:ATR	240	321.5584	0.6394	0.6393	0.0552	0.0394
chr3:142215825-142216064:ATR	240	462.3224	0.8945	0.8912	0.0403	0.0312
chr3:142217408-142217647:ATR	240	520.8000	1.0270	1.0272	0.0434	0.0327
chr3:142218455-142218574:ATR	120	260.2413	0.4763	0.4945	0.0612	0.0435
chr3:142222190-142222309:ATR	120	176.1923	0.3225	0.3191	0.0252	0.0198
chr3:142223944-142224183:ATR	240	465.9603	0.9126	0.9182	0.0450	0.0385
chr3:142226742-142226981:ATR	240	385.0302	0.7593	0.7656	0.0437	0.0287
chr3:142231087-142231326:ATR	240	420.9172	0.8182	0.8194	0.0285	0.0199
chr3:142232292-142232531:ATR	240	420.3712	0.8199	0.8297	0.0461	0.0275
chr3:142234178-142234417:ATR	240	604.5536	1.1845	1.1910	0.0864	0.0767
chr3:142238509-142238628:ATR	120	334.3351	0.6584	0.6602	0.0501	0.0351
chr3:142241567-142241686:ATR	120	320.0682	0.6290	0.6324	0.0361	0.0242
chr3:142242818-142243057:ATR	240	484.3294	0.9563	0.9489	0.0515	0.0428
chr3:142253865-142254104:ATR	240	366.3802	0.7144	0.7153	0.0353	0.0234
chr3:142254937-142255056:ATR	120	388.1193	0.7626	0.7729	0.0685	0.0522
chr3:142257276-142257515:ATR	240	419.9571	0.8463	0.8476	0.0393	0.0281
chr3:142259691-142259930:ATR	240	480.9294	0.9452	0.9484	0.0593	0.0449
chr3:142261494-142261613:ATR	120	448.4381	0.8880	0.8979	0.0660	0.0541
chr3:142266540-142266779:ATR	240	575.0729	1.1007	1.1022	0.0263	0.0216
chr3:142268298-142268537:ATR	240	526.9353	1.0147	1.0477	0.1043	0.0601
chr3:142268940-142269179:ATR	240	676.9647	1.2660	1.2648	0.0268	0.0217
chr3:142272035-142272274:ATR	240	529.1526	1.0446	1.0529	0.0667	0.0558
chr3:142272473-142272592:ATR	120	431.1658	0.8388	0.8506	0.0427	0.0380
chr3:142272642-142272881:ATR	240	596.1581	1.1610	1.1775	0.0783	0.0571
chr3:142274670-142275029:ATR	360	676.9171	1.2696	1.2693	0.0287	0.0205
chr3:142275201-142275440:ATR	240	585.2332	1.1604	1.1529	0.0504	0.0456
chr3:142277423-142277662:ATR	240	535.7363	1.0427	1.0544	0.0761	0.0531
chr3:142278068-142278307:ATR	240	543.8338	1.0611	1.0545	0.0471	0.0345
chr3:142279081-142279320:ATR	240	511.0748	1.0140	1.0097	0.0468	0.0359
chr3:142280054-142280293:ATR	240	634.8839	1.2304	1.2364	0.0418	0.0298
chr3:142281033-142281992:ATR	960	741.4597	1.3335	1.3335	0.0387	0.0305
chr3:142284913-142285152:ATR	240	557.5498	1.1089	1.1080	0.0681	0.0526
chr3:142286891-142287010:ATR	120	385.6219	0.7655	0.7633	0.0425	0.0388
chr3:142297457-142297576:ATR	120	351.2487	0.6999	0.7000	0.0378	0.0329
chr3:149238565-149238804:WWTR1	240	687.5684	1.2865	1.2861	0.0449	0.0418
chr3:149243797-149243916:WWTR1	120	273.2448	0.5302	0.5213	0.0427	0.0336
chr3:149245570-149245809:WWTR1	240	581.5402	1.1374	1.1435	0.0477	0.0410
chr3:149260103-149260342:WWTR1	240	605.5159	1.1855	1.1907	0.0524	0.0464
chr3:149290595-149290829:WWTR1	235	584.0346	1.1437	1.1609	0.0702	0.0565
chr3:149374638-149375117:WWTR1	480	681.9752	1.2924	1.2889	0.0355	0.0251
chr3:156395465-156396424:TIPARP	960	588.4203	1.1477	1.1451	0.0214	0.0173
chr3:156411773-156412012:TIPARP	240	596.0419	1.1687	1.1749	0.0856	0.0618
chr3:156413614-156413853:TIPARP	240	507.9683	1.0083	1.0094	0.0860	0.0724
chr3:156421173-156421532:TIPARP	360	458.3056	0.9120	0.9043	0.0507	0.0394
chr3:156422437-156422795:TIPARP	359	622.2773	1.2128	1.2298	0.0544	0.0408
chr3:156422834-156422953:TIPARP	120	347.7993	0.6832	0.6914	0.0333	0.0166
chr3:169482384-169482863:TERC	480	509.3506	1.0106	1.0114	0.0541	0.0348
chr3:169940448-169940567:PRKCI	120	275.5775	0.5444	0.5377	0.0467	0.0365
chr3:169952959-169953198:PRKCI	240	417.8011	0.8157	0.8249	0.0509	0.0371
chr3:169977742-169977861:PRKCI	120	327.1205	0.6497	0.6445	0.0400	0.0320
chr3:169981133-169981252:PRKCI	120	316.5835	0.6291	0.6268	0.0432	0.0301
chr3:169985686-169985805:PRKCI	120	406.8105	0.8138	0.8124	0.0527	0.0462
chr3:169988159-169988398:PRKCI	240	543.8213	1.0570	1.0814	0.0842	0.0660
chr3:169991042-169991161:PRKCI	120	362.6341	0.7256	0.7192	0.0359	0.0299
chr3:169992987-169993106:PRKCI	120	317.9574	0.6282	0.6323	0.0627	0.0457
chr3:169997983-169998222:PRKCI	240	566.6519	1.1230	1.1232	0.0493	0.0413
chr3:169998943-169999062:PRKCI	120	472.1777	0.9382	0.9338	0.0366	0.0335
chr3:169999654-169999773:PRKCI	120	358.7450	0.7171	0.7115	0.0434	0.0315
chr3:170002197-170002436:PRKCI	240	393.1019	0.7684	0.7712	0.0367	0.0313
chr3:170009626-170009745:PRKCI	120	401.2403	0.7893	0.7890	0.0485	0.0368
chr3:170011114-170011353:PRKCI	240	419.3591	0.8209	0.8291	0.0501	0.0356
chr3:170013679-170013798:PRKCI	120	326.9710	0.6455	0.6494	0.0615	0.0523
chr3:170015077-170015196:PRKCI	120	412.5697	0.8144	0.8153	0.0481	0.0297
chr3:170016781-170016900:PRKCI	120	478.1072	0.9486	0.9501	0.0659	0.0564
chr3:170020812-170020931:PRKCI	120	414.6160	0.8060	0.8237	0.0757	0.0393
chr3:178916610-178916969:PIK3CA	360	610.2122	1.1966	1.2076	0.0863	0.0729
chr3:178917463-178917702:PIK3CA	240	586.2206	1.1574	1.1476	0.0567	0.0304
chr3:178919024-178919383:PIK3CA	360	545.4244	1.0362	1.0422	0.0226	0.0175
chr3:178921275-178921634:PIK3CA	360	586.4840	1.1734	1.1589	0.0659	0.0478
chr3:178922274-178922393:PIK3CA	120	346.2087	0.6808	0.6829	0.0421	0.0363
chr3:178927376-178927495:PIK3CA	120	473.2179	0.9313	0.9393	0.0930	0.0713
chr3:178927930-178928406:PIK3CA	477	689.0309	1.2796	1.2772	0.0305	0.0186
chr3:178935940-178936179:PIK3CA	240	447.4002	0.8841	0.8858	0.0555	0.0383
chr3:178936965-178937084:PIK3CA	120	434.3868	0.8275	0.8427	0.0355	0.0241
chr3:178937321-178937560:PIK3CA	240	497.3611	0.9652	0.9720	0.0524	0.0461
chr3:178937729-178937848:PIK3CA	120	306.9707	0.6035	0.6045	0.0345	0.0249
