bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr7:55266405-55266561:NM_005228	157	263.2927	0.9931	0.9931	0.0777	0.0399
chr7:55268004-55268111:NM_005228	108	107.1323	0.4060	0.4060	0.0847	0.0568
chr7:55268876-55269480:NM_005228	605	257.2711	1.0384	1.0384	0.1135	0.0810
chr7:55270205-55270323:NM_005228	119	102.6159	0.3941	0.3941	0.0746	0.0657
chr7:55272944-55273315:NM_005228	372	198.1836	0.8110	0.8110	0.0681	0.0424
chr7:80532112-80532112:rs7779029	1	120.3469	0.5580	0.5580	0.0791	0.0580
chr7:87138645-87138645:rs1045642	1	153.6727	0.5922	0.5922	0.0979	0.0634
chr7:87160618-87160618:rs2032582	1	237.7222	0.9140	0.9140	0.0843	0.0704
chr7:87179809-87179809:rs2229109	1	275.7308	1.0478	1.0478	0.0791	0.0595
chr7:99382096-99382096:rs2740574	1	107.4400	0.5111	0.5111	0.0835	0.0642
chr7:116339134-116340343:NM_000245	1210	276.4886	1.0968	1.0968	0.0588	0.0454
chr7:116371717-116371918:NM_000245	202	122.9596	0.6300	0.6300	0.0476	0.0272
chr7:116379999-116380143:NM_000245	145	216.9717	0.8720	0.8720	0.0777	0.0633
chr7:116380901-116381084:NM_000245	184	278.7888	1.0774	1.0774	0.1190	0.0953
chr7:116381123-116381137:chr7:116381123-116381137	15	8.3746	0.0539	0.0539	0.0156	0.0114
chr7:116395404-116395574:NM_000245	171	276.0248	0.9427	0.9427	0.0476	0.0412
chr7:116397486-116397598:NM_000245	113	339.5310	1.3631	1.3631	0.1558	0.1292
chr7:116397687-116397833:NM_000245	147	295.8041	1.0607	1.0607	0.1009	0.0411
chr7:116398508-116398679:NM_000245	172	293.7082	1.1151	1.1151	0.0610	0.0513
chr7:116399440-116399549:NM_000245	110	275.9214	1.0523	1.0523	0.0651	0.0537
chr7:116403099-116403327:NM_000245	229	321.8437	1.3106	1.3106	0.0965	0.0844
chr7:116409677-116409690:chr7:116409677-116409690	14	192.3403	0.6916	0.6916	0.1547	0.1182
chr7:116409694-116409850:NM_000245	157	328.2419	1.2253	1.2253	0.0534	0.0355
chr7:116411547-116412249:NM_000245	703	303.8198	1.1817	1.1817	0.0430	0.0358
chr7:116414930-116415170:NM_000245	241	276.2854	1.0636	1.0636	0.0894	0.0715
chr7:116417438-116417528:NM_000245	91	335.8601	1.3671	1.3671	0.1587	0.1284
chr7:116418825-116419016:NM_000245	192	256.1422	0.9743	0.9743	0.0486	0.0324
chr7:116422037-116422156:NM_000245	120	327.8346	1.3314	1.3314	0.1632	0.1426
chr7:116423353-116423528:NM_000245	176	325.8364	1.2178	1.2178	0.0665	0.0523
chr7:116435704-116435850:NM_000245	147	273.9442	1.0272	1.0272	0.0534	0.0371
chr7:116435936-116436183:NM_000245	248	267.6641	1.0477	1.0477	0.0885	0.0612
chr7:140434392-140434575:NM_004333	184	241.7058	0.8935	0.8935	0.0740	0.0561
chr7:140439607-140439751:NM_004333	145	198.1349	0.7360	0.7360	0.0793	0.0631
chr7:140449082-140449223:NM_004333	142	305.1968	1.1809	1.1809	0.0664	0.0529
chr7:140453070-140453198:NM_004333	129	334.3713	1.3964	1.3964	0.1752	0.1390
chr7:140453982-140454038:NM_004333	57	342.3506	1.3880	1.3880	0.1404	0.1107
chr7:140476707-140476893:NM_004333	187	169.4179	0.6213	0.6213	0.0993	0.0757
chr7:140477786-140477880:NM_004333	95	318.5844	1.3659	1.3659	0.1427	0.1110
chr7:140481371-140482962:NM_004333	1592	187.1616	0.7231	0.7231	0.0584	0.0502
chr7:140487343-140487389:NM_004333	47	209.2093	0.7829	0.7829	0.1233	0.0948
chr7:140494103-140494272:NM_004333	170	330.7897	1.3783	1.3783	0.1337	0.0914
chr7:140500157-140500286:NM_004333	130	251.5414	0.9544	0.9544	0.0476	0.0369
chr7:140501207-140501365:NM_004333	159	313.6924	1.2708	1.2708	0.1019	0.0835
chr7:140507755-140507867:NM_004333	113	253.9613	0.9913	0.9913	0.0619	0.0503
chr7:140508687-140508800:NM_004333	114	269.2061	1.0523	1.0523	0.0764	0.0571
chr7:140534404-140534677:NM_004333	274	326.5796	1.3590	1.3590	0.1247	0.0917
chr7:140549906-140550017:NM_004333	112	255.6540	0.9120	0.9120	0.0617	0.0486
chr7:140624361-140624508:NM_004333	148	188.0316	0.7918	0.7918	0.1193	0.1103
chr7:151875101-151875126:chr7:151875101-151875126	26	9.2637	0.0566	0.0566	0.0225	0.0173
chr8:32585462-32585601:NM_013957	140	188.7134	0.7202	0.7202	0.0595	0.0427
chr8:38271141-38271546:NM_001174067	406	308.3966	1.1325	1.1325	0.0508	0.0416
chr8:38271666-38271812:NM_001174067	147	305.2289	1.0684	1.0684	0.0623	0.0465
chr8:38272073-38272424:NM_001174067	352	206.9273	0.7748	0.7748	0.0330	0.0201
chr8:38273384-38273583:NM_001174067	200	312.0558	1.1041	1.1041	0.0460	0.0365
chr8:69389217-69389217:rs1517114	1	176.0417	0.7016	0.7016	0.0738	0.0595
chr8:141754890-141754904:chr8:141754890-141754904	15	149.5094	0.5574	0.5574	0.1162	0.0889
chr9:21968223-21968246:NM_000077	24	213.3565	0.8174	0.8174	0.1211	0.0892
chr9:21970896-21971212:NM_000077	317	262.4154	1.0080	1.0080	0.1123	0.1022
chr9:21974672-21974831:NM_000077	160	172.7084	0.6914	0.6914	0.0438	0.0364
chr9:80336234-80336434:NM_002072	201	160.8341	0.5968	0.5968	0.0856	0.0725
chr9:80343425-80343588:NM_002072	164	126.9440	0.4538	0.4538	0.1095	0.0912
chr9:80409374-80409513:NM_002072	140	193.0796	0.7217	0.7217	0.0298	0.0257
chr9:80412431-80412569:NM_002072	139	163.5177	0.6375	0.6375	0.0640	0.0515
chr9:80430527-80430691:NM_002072	165	205.4955	0.7779	0.7779	0.0390	0.0257
chr9:80537072-80537266:NM_002072	195	228.4021	0.8645	0.8645	0.0568	0.0443
chr9:80646011-80646156:NM_002072	146	211.8051	0.9041	0.9041	0.3097	0.2116
chr9:86900926-86900926:rs7853758	1	265.3878	1.0030	1.0030	0.0760	0.0574
chr9:86909550-86909550:rs885004	1	240.6552	0.9476	0.9476	0.1291	0.0998
chr9:87356803-87356847:NM_006180	45	273.2243	1.0863	1.0863	0.0987	0.0828
chr9:87359884-87359993:NM_006180	110	194.4040	0.7307	0.7307	0.0549	0.0425
chr9:87366897-87367005:NM_006180	109	99.6155	0.3876	0.3876	0.0797	0.0566
chr9:87475951-87476007:NM_006180	57	297.0118	1.2571	1.2571	0.1744	0.1467
chr9:87482154-87482351:NM_006180	198	214.9037	0.8505	0.8505	0.0267	0.0170
chr9:87549073-87549212:NM_006180	140	262.4854	1.1127	1.1127	0.1644	0.1299
chr9:87563373-87563554:NM_006180	182	187.2182	0.7321	0.7321	0.0776	0.0628
chr9:87570194-87570437:NM_006180	244	275.8130	1.0577	1.0577	0.1157	0.0884
chr9:87635117-87635284:NM_006180	168	176.9606	0.6831	0.6831	0.0703	0.0485
chr9:87636163-87636357:NM_006180	195	213.9390	0.8329	0.8329	0.0556	0.0370
chr10:43595838-43595850:chr10:43595838-43595850	13	29.5966	0.1624	0.1624	0.0377	0.0311
chr10:43606651-43606918:NM_020975	268	354.9749	1.3088	1.3088	0.1132	0.0866
chr10:43607543-43607677:NM_020975	135	160.2066	0.6233	0.6233	0.0830	0.0647
chr10:43608297-43608416:NM_020975	120	318.1726	1.1184	1.1184	0.0839	0.0584
chr10:43609000-43612184:NM_020975	3185	290.1727	1.0204	1.0204	0.0188	0.0155
chr10:43613817-43613933:NM_020975	117	404.5619	1.5058	1.5058	0.1855	0.1175
chr10:43614975-43615198:NM_020975	224	356.1224	1.2770	1.2770	0.1324	0.1072
chr10:43615525-43615656:NM_020975	132	308.0925	1.0731	1.0731	0.0586	0.0429
chr10:43617390-43617469:NM_020975	80	212.1242	0.8445	0.8445	0.0759	0.0632
chr10:43619115-43619261:NM_020975	147	327.0808	1.2305	1.2305	0.1019	0.0800
chr10:43620327-43620435:NM_020975	109	287.5889	1.0718	1.0718	0.0802	0.0658
chr10:88635771-88635847:NM_004329	77	130.9326	0.5072	0.5072	0.1046	0.0646
chr10:88649814-88649986:NM_004329	173	291.1859	1.0703	1.0703	0.0541	0.0416
chr10:88651879-88651991:NM_004329	113	70.1126	0.3213	0.3213	0.0655	0.0521
chr10:88659546-88659652:NM_004329	107	91.8030	0.3291	0.3291	0.1582	0.1301
chr10:88659779-88659888:NM_004329	110	260.1687	0.9555	0.9555	0.0746	0.0572
chr10:88671992-88672146:NM_004329	155	256.0763	0.8865	0.8865	0.0656	0.0520
chr10:88676886-88677088:NM_004329	203	86.0791	0.4230	0.4230	0.0544	0.0452
chr10:88678924-88679231:NM_004329	308	232.7406	0.8880	0.8880	0.0566	0.0487
chr10:88681272-88681457:NM_004329	186	249.4440	0.9208	0.9208	0.0633	0.0516
chr10:88683128-88683268:NM_004329	141	261.8221	1.0304	1.0304	0.0760	0.0601
chr10:88683346-88683481:NM_004329	136	258.0701	0.9490	0.9490	0.0479	0.0406
chr10:89624222-89624310:NM_000314	89	17.6824	0.0664	0.0664	0.0547	0.0564
chr10:89653777-89653871:NM_000314	95	12.8815	0.0470	0.0470	0.0428	0.0409
chr10:89685265-89685319:NM_000314	55	14.7387	0.0559	0.0559	0.0488	0.0447
chr10:89690798-89690851:NM_000314	54	14.0439	0.0558	0.0558	0.0516	0.0493
chr10:89692765-89693013:NM_000314	249	90.1550	0.3354	0.3354	0.4314	0.3254
chr10:89711870-89712021:NM_000314	152	86.9161	0.3249	0.3249	0.4041	0.3020
chr10:89717605-89717781:NM_000314	177	100.2387	0.3679	0.3679	0.4704	0.3537
chr10:89720646-89720880:NM_000314	235	12.8693	0.0458	0.0458	0.0387	0.0360
chr10:89725039-89725234:NM_000314	196	0.0000	0.0174	0.0000	0.0096	0.0000
chr10:96741053-96741053:rs1057910	1	244.5263	0.8987	0.8987	0.0440	0.0267
chr10:104897985-104897985:rs11598702	1	266.8393	1.0093	1.0093	0.0923	0.0755
chr10:115438204-115438204:rs12415607	1	242.5870	0.9117	0.9117	0.0578	0.0443
chr10:115439569-115439569:rs7921977	1	175.1731	0.7484	0.7484	0.1257	0.0787
chr10:115489152-115489152:rs2227310	1	269.7647	0.9604	0.9604	0.0562	0.0415
chr10:115489589-115489589:rs4353229	1	213.4000	0.8147	0.8147	0.0735	0.0640
chr10:123239366-123243322:NM_000141	3957	203.8848	0.7808	0.7808	0.0554	0.0463
chr10:123244905-123245051:NM_000141	147	252.7917	0.9711	0.9711	0.0803	0.0509
chr10:123246864-123246943:NM_000141	80	363.1280	1.7712	1.7712	0.2074	0.1551
chr10:123247501-123247632:NM_000141	132	267.7719	1.0710	1.0710	0.1072	0.0942
chr10:123256042-123256241:NM_000141	200	310.4337	1.2285	1.2285	0.1058	0.0925
chr10:123258005-123258124:NM_000141	120	198.5595	0.7918	0.7918	0.0594	0.0462
chr10:123260336-123260466:NM_000141	131	178.4634	0.6888	0.6888	0.0677	0.0568
chr10:123263300-123263460:NM_000141	161	304.2869	1.1589	1.1589	0.1143	0.0898
chr10:123274627-123274838:NM_000141	212	294.8803	1.1349	1.1349	0.0805	0.0631
chr10:123276829-123276982:NM_000141	154	272.5428	1.0282	1.0282	0.0494	0.0439
chr10:123279489-123279688:NM_000141	200	310.8412	1.2938	1.2938	0.1450	0.1024
chr11:532631-532760:NM_005343	130	257.6871	1.1096	1.1096	0.2938	0.1551
chr11:533448-533617:NM_005343	170	337.1912	1.1661	1.1661	0.0635	0.0527
chr11:533761-533949:NM_005343	189	201.7101	0.7730	0.7730	0.1211	0.0888
chr11:534207-534327:NM_005343	121	155.6207	0.6109	0.6109	0.1213	0.0955
chr11:67352689-67352689:rs1695	1	183.5738	0.7175	0.7175	0.2619	0.1890
chr11:102193510-102193534:chr11:102193510-102193534	25	14.9226	0.0737	0.0737	0.0294	0.0205
chr11:103418158-103418158:rs716274	1	279.9375	1.0518	1.0518	0.0620	0.0443
chr11:108114663-108114676:chr11:108114663-108114676	14	85.2529	0.2867	0.2867	0.1517	0.1091
chr11:108121412-108121425:chr11:108121412-108121425	14	7.2041	0.0524	0.0524	0.0164	0.0131
chr11:108141957-108141970:chr11:108141957-108141970	14	18.4898	0.1208	0.1208	0.0240	0.0183
chr11:108188268-108188279:chr11:108188268-108188279	12	163.5201	0.6893	0.6893	0.1020	0.0749
chr11:108195978-108195995:chr11:108195978-108195995	18	25.2190	0.1020	0.1020	0.0632	0.0525
chr11:111957627-111957688:NM_003002	62	230.6627	0.8508	0.8508	0.0767	0.0641
chr11:111958576-111958702:NM_003002	127	236.3538	0.9141	0.9141	0.0418	0.0334
chr11:111959586-111959740:NM_003002	155	362.5348	1.4041	1.4041	0.1411	0.1136
chr11:111965524-111965699:NM_003002	176	282.1556	1.1607	1.1607	0.1150	0.0843
chr11:119144793-119144808:chr11:119144793-119144808	16	60.6076	0.2904	0.2904	0.0774	0.0656
chr11:125490767-125490786:chr11:125490767-125490786	20	90.4678	0.3312	0.3312	0.1151	0.0979
chr12:432377-432404:chr12:432377-432404	28	6.6821	0.0393	0.0393	0.0165	0.0131
chr12:12025429-12025450:chr12:12025429-12025450	22	8.9267	0.0511	0.0511	0.0252	0.0158
chr12:21011480-21011480:rs4149117	1	224.5122	0.8621	0.8621	0.0597	0.0492
chr12:21382619-21382619:rs11045879	1	203.9792	0.7358	0.7358	0.0613	0.0423
chr12:25362724-25362850:NM_004985	127	115.8484	0.4508	0.4508	0.0927	0.0834
chr12:25378543-25378712:NM_004985	170	308.3100	1.2669	1.2669	0.1420	0.1241
chr12:25380163-25380351:NM_004985	189	264.9936	1.0180	1.0180	0.0968	0.0768
chr12:25398203-25398323:NM_004985	121	230.6575	0.8801	0.8801	0.0533	0.0361
chr12:56474085-56474166:ERBB3|NM_001982|exon|1|CDS	82	168.0962	0.6734	0.6734	0.0685	0.0608
chr12:56477535-56477686:ERBB3|NM_001982|exon|2|CDS	152	348.1602	1.3329	1.3329	0.0721	0.0516
chr12:56478779-56478965:ERBB3|NM_001982|exon|3|CDS	187	188.3941	0.7537	0.7537	0.0916	0.0660
chr12:56480315-56480440:ERBB3|NM_001982|exon|4|CDS	126	194.1951	0.7630	0.7630	0.1120	0.0941
chr12:56481361-56481426:ERBB3|NM_001982|exon|5|CDS	66	85.2579	0.4160	0.4160	0.0639	0.0442
chr12:56481579-56481697:ERBB3|NM_001982|exon|6|CDS	119	214.2424	0.7906	0.7906	0.1174	0.0992
chr12:56481805-56481946:ERBB3|NM_001982|exon|7|CDS	142	243.8912	0.9605	0.9605	0.0996	0.0810
chr12:56482327-56482440:ERBB3|NM_001982|exon|8|CDS	114	342.6304	1.3449	1.3449	0.0812	0.0666
chr12:56482532-56482652:ERBB3|NM_001982|exon|9|CDS	121	315.1103	1.2622	1.2622	0.0777	0.0588
chr12:56486531-56486604:ERBB3|NM_001982|exon|10|CDS	74	163.6815	0.6706	0.6706	0.0839	0.0567
chr12:56486770-56486860:ERBB3|NM_001982|exon|11|CDS	91	212.1578	0.8145	0.8145	0.0940	0.0785
chr12:56487129-56487334:ERBB3|NM_001982|exon|12|CDS	206	372.6848	1.2933	1.2933	0.0500	0.0393
chr12:56487548-56487680:ERBB3|NM_001982|exon|13|CDS	133	236.6244	0.8776	0.8776	0.0508	0.0450
chr12:56487883-56487973:ERBB3|NM_001982|exon|14|CDS	91	119.7411	0.5108	0.5108	0.0543	0.0359
chr12:56488186-56488340:ERBB3|NM_001982|exon|15|CDS	155	249.3596	0.9630	0.9630	0.0793	0.0625
chr12:56489041-56489094:ERBB3|NM_001982|exon|16|CDS	54	85.9894	0.4042	0.4042	0.0663	0.0505
chr12:56489449-56489590:ERBB3|NM_001982|exon|17|CDS	142	311.2594	1.2138	1.2138	0.0610	0.0405
chr12:56490287-56490406:ERBB3|NM_001982|exon|18|CDS	120	184.0162	0.6891	0.6891	0.1103	0.0748
chr12:56490532-56490630:ERBB3|NM_001982|exon|19|CDS	99	101.3310	0.5047	0.5047	0.0544	0.0470
chr12:56490829-56491014:ERBB3|NM_001982|exon|20|CDS	186	279.3860	1.0992	1.0992	0.0710	0.0538
chr12:56491569-56491724:ERBB3|NM_001982|exon|21|CDS	156	269.0691	1.0700	1.0700	0.0607	0.0395
chr12:56492284-56492359:ERBB3|NM_001982|exon|22|CDS	76	140.0254	0.7185	0.7185	0.0563	0.0405
chr12:56492543-56492689:ERBB3|NM_001982|exon|23|CDS	147	225.9107	0.9130	0.9130	0.0723	0.0555
chr12:56493432-56493529:ERBB3|NM_001982|exon|24|CDS	98	172.8031	0.7698	0.7698	0.0685	0.0584
chr12:56493622-56493813:ERBB3|NM_001982|exon|25|CDS	192	372.7216	1.5298	1.5298	0.1622	0.1388
chr12:56493958-56494029:ERBB3|NM_001982|exon|26|CDS	72	67.9258	0.3666	0.3666	0.0680	0.0464
chr12:56494845-56495145:ERBB3|NM_001982|exon|27|CDS	301	249.0962	0.9785	0.9785	0.0739	0.0674
chr12:56495313-56495839:ERBB3|NM_001982|exon|28|CDS	527	190.7991	0.8182	0.8182	0.0611	0.0456
chr12:112893677-112893692:chr12:112893677-112893692	16	16.9301	0.1096	0.1096	0.0423	0.0372
chr12:133237755-133237767:chr12:133237755-133237767	13	108.6472	0.3920	0.3920	0.1465	0.1088
chr12:133249746-133249868:NM_006231	123	257.2849	0.9514	0.9514	0.1059	0.0674
chr12:133250157-133250298:NM_006231	142	340.9110	1.3159	1.3159	0.1123	0.0809
chr12:133251980-133252108:NM_006231	129	292.2527	1.0252	1.0252	0.0502	0.0329
chr12:133252317-133252411:NM_006231	95	261.1039	0.9750	0.9750	0.0556	0.0480
chr12:133252676-133252795:NM_006231	120	188.2214	0.7137	0.7137	0.1041	0.0823
chr12:133253128-133253244:NM_006231	117	346.6645	1.3377	1.3377	0.1377	0.1101
chr12:133263836-133263950:NM_006231	115	284.0921	1.1242	1.1242	0.2374	0.2032
chr13:32890593-32890669:NM_000059	77	243.7962	0.9202	0.9202	0.0540	0.0359
chr13:32893209-32893467:NM_000059	259	306.7408	1.2407	1.2407	0.0871	0.0693
chr13:32899208-32899326:NM_000059	119	303.6545	1.2538	1.2538	0.1034	0.0641
chr13:32900233-32900292:NM_000059	60	250.6587	0.9042	0.9042	0.1239	0.1096
chr13:32900374-32900424:NM_000059	51	259.0234	0.9671	0.9671	0.0997	0.0758
chr13:32900631-32900755:NM_000059	125	251.2195	0.9481	0.9481	0.0632	0.0487
chr13:32903575-32903634:NM_000059	60	274.2222	1.0341	1.0341	0.0581	0.0482
chr13:32905051-32905172:NM_000059	122	371.9692	1.5535	1.5535	0.2109	0.1996
chr13:32905221-32905231:chr13:32905221-32905231	11	126.7620	0.4904	0.4904	0.0776	0.0621
chr13:32906404-32907529:NM_000059	1126	299.7494	1.1239	1.1239	0.0559	0.0411
chr13:32907537-32907546:chr13:32907537-32907546	10	297.5023	1.0287	1.0287	0.0712	0.0538
chr13:32910397-32915338:NM_000059	4942	263.4293	1.0483	1.0483	0.0683	0.0562
chr13:32918690-32918795:NM_000059	106	278.1047	0.9747	0.9747	0.0396	0.0345
chr13:32920959-32921038:NM_000059	80	322.3445	1.3508	1.3508	0.1852	0.1465
chr13:32928993-32929430:NM_000059	438	319.2741	1.2830	1.2830	0.0860	0.0694
chr13:32930560-32930751:NM_000059	192	314.0849	1.5274	1.5274	0.1040	0.0758
chr13:32931874-32932071:NM_000059	198	210.2799	0.8079	0.8079	0.0758	0.0572
chr13:32936655-32936835:NM_000059	181	281.4273	0.9859	0.9859	0.0531	0.0445
chr13:32937311-32937675:NM_000059	365	282.5546	1.0309	1.0309	0.0357	0.0324
chr13:32944534-32944699:NM_000059	166	338.6013	1.3989	1.3989	0.1642	0.1428
chr13:32945088-32945242:NM_000059	155	309.5279	1.2524	1.2524	0.0995	0.0803
chr13:32950802-32950933:NM_000059	132	247.2582	0.9165	0.9165	0.0349	0.0217
chr13:32953449-32953657:NM_000059	209	338.7086	1.3973	1.3973	0.1404	0.1043
chr13:32953882-32954055:NM_000059	174	307.5290	1.0089	1.0089	0.0478	0.0294
chr13:32954139-32954287:NM_000059	149	309.3926	1.2907	1.2907	0.1145	0.0894
chr13:32968821-32969075:NM_000059	255	317.2266	1.1590	1.1590	0.0473	0.0304
chr13:32971030-32971186:NM_000059	157	303.7982	1.0294	1.0294	0.0464	0.0342
chr13:32972294-32972912:NM_000059	619	308.2578	1.2485	1.2485	0.0877	0.0750
chr13:48619855-48619855:rs116855232	1	294.9818	1.1907	1.1907	0.1287	0.1009
chr13:48878044-48878190:NM_000321	147	228.8680	0.8500	0.8500	0.0954	0.0735
chr13:48881411-48881547:NM_000321	137	281.1325	0.9896	0.9896	0.0406	0.0346
chr13:48916730-48916855:NM_000321	126	265.0591	1.0226	1.0226	0.0771	0.0575
chr13:48919211-48919340:NM_000321	130	240.0839	0.9389	0.9389	0.1141	0.0894
chr13:48921956-48922004:NM_000321	49	131.7256	0.4695	0.4695	0.1138	0.0874
chr13:48923087-48923164:NM_000321	78	229.3122	0.9533	0.9533	0.0978	0.0723
chr13:48934148-48934268:NM_000321	121	225.4168	0.8820	0.8820	0.0457	0.0287
chr13:48936946-48937098:NM_000321	153	261.6613	1.0275	1.0275	0.1016	0.0706
chr13:48939025-48939112:NM_000321	88	271.1325	1.0816	1.0816	0.0925	0.0737
chr13:48941625-48941744:NM_000321	120	257.7764	0.9824	0.9824	0.0807	0.0604
chr13:48942658-48942745:NM_000321	88	316.9880	1.3026	1.3026	0.1670	0.1283
chr13:48947536-48947633:NM_000321	98	320.0581	1.3325	1.3325	0.1569	0.1330
chr13:48951049-48951175:NM_000321	127	212.2958	0.7811	0.7811	0.0573	0.0485
chr13:48953725-48953791:NM_000321	67	245.3289	1.0016	1.0016	0.1846	0.1437
chr13:48954161-48954172:chr13:48954161-48954172	12	53.3784	0.1813	0.1813	0.0925	0.0718
chr13:48954184-48954225:NM_000321	42	93.4009	0.3281	0.3281	0.1224	0.1072
chr13:48954296-48954382:NM_000321	87	295.7958	1.2073	1.2073	0.1559	0.1338
chr13:48955378-48955584:NM_000321	207	389.8659	1.6980	1.6980	0.3069	0.2039
chr13:49027124-49027252:NM_000321	129	263.5321	1.0429	1.0429	0.0967	0.0834
chr13:49030335-49030490:NM_000321	156	279.3782	1.2503	1.2503	0.0835	0.0568
chr13:49033819-49033974:NM_000321	156	321.2436	1.3442	1.3442	0.1770	0.1466
chr13:49037862-49037976:NM_000321	115	319.7293	1.3374	1.3374	0.1717	0.1477
chr13:49039129-49039252:NM_000321	124	226.6434	0.9254	0.9254	0.0802	0.0608
chr13:49039336-49039509:NM_000321	174	246.7340	0.8674	0.8674	0.0414	0.0296
chr13:49047491-49047531:NM_000321	41	279.3501	1.0712	1.0712	0.0919	0.0787
chr13:49050832-49050984:NM_000321	153	201.9944	0.7927	0.7927	0.0631	0.0438
chr13:49051486-49051545:NM_000321	60	315.6646	1.3373	1.3373	0.2967	0.2562
chr13:49054129-49054212:NM_000321	84	327.5937	1.3920	1.3920	0.1948	0.1404
chr14:23652348-23652367:chr14:23652348-23652367	20	10.7000	0.0696	0.0696	0.0312	0.0246
chr14:68944345-68944357:chr14:68944345-68944357	13	5.4991	0.0321	0.0321	0.0136	0.0105
chr14:105236673-105236762:NM_001014432	90	263.3406	1.0386	1.0386	0.0694	0.0443
chr14:105237077-105237189:NM_001014432	113	341.0231	1.2068	1.2068	0.1179	0.0603
chr14:105238697-105238794:NM_001014432	98	330.1751	1.2268	1.2268	0.1021	0.0667
chr14:105239210-105239434:NM_001014432	225	333.9321	1.2676	1.2676	0.0866	0.0613
chr14:105239583-105239721:NM_001014432	139	308.4894	1.1394	1.1394	0.0698	0.0559
chr14:105239787-105239922:NM_001014432	136	287.4302	1.0763	1.0763	0.0623	0.0483
chr14:105240244-105240322:NM_001014432	79	192.1581	0.6989	0.6989	0.0487	0.0362
chr14:105241270-105241345:NM_001014432	76	294.0874	1.1183	1.1183	0.0740	0.0545
chr14:105241408-105241549:NM_001014432	142	317.5226	1.1662	1.1662	0.0681	0.0542
chr14:105241984-105242141:NM_001014432	158	343.8972	1.2777	1.2777	0.1231	0.0876
chr14:105242991-105243112:NM_001014432	122	146.5930	0.5633	0.5633	0.1197	0.0936
chr14:105246420-105246558:NM_001014432	139	284.2513	1.0394	1.0394	0.0765	0.0615
chr14:105258930-105258985:NM_001014432	56	151.7857	0.5851	0.5851	0.1124	0.0690
chr15:51502844-51502844:rs4646	1	133.3770	0.4883	0.4883	0.1193	0.0905
chr15:66679681-66679770:NM_002755	90	161.0524	0.6086	0.6086	0.1133	0.0815
chr15:66727360-66727580:NM_002755	221	342.3033	1.3612	1.3612	0.1360	0.1054
chr15:66729079-66729235:NM_002755	157	230.2435	0.8851	0.8851	0.0678	0.0469
chr15:66735613-66735700:NM_002755	88	236.9511	0.9146	0.9146	0.1325	0.1037
chr15:66736989-66737050:NM_002755	62	293.3532	1.1350	1.1350	0.0965	0.0749
chr15:66774088-66774222:NM_002755	135	122.1875	0.6004	0.6004	0.0421	0.0341
chr15:66777323-66777534:NM_002755	212	293.3184	1.0440	1.0440	0.0467	0.0383
chr15:66779561-66779635:NM_002755	75	294.8331	1.1836	1.1836	0.1740	0.1485
chr15:66781548-66781619:NM_002755	72	200.4579	0.7771	0.7771	0.1180	0.1005
chr15:66782051-66782106:NM_002755	56	284.3822	1.1134	1.1134	0.0585	0.0466
chr15:66782835-66782958:NM_002755	124	242.4185	0.9010	0.9010	0.0641	0.0533
chr15:88420018-88420356:NM_001012338	339	258.2312	0.8975	0.8975	0.0466	0.0366
chr15:88423497-88423664:NM_001012338	168	159.1876	0.6108	0.6108	0.1253	0.1015
chr15:88428921-88428971:NM_001012338	51	199.6955	0.7600	0.7600	0.0839	0.0590
chr15:88472418-88472670:NM_001012338	253	238.9648	0.8417	0.8417	0.0345	0.0305
chr15:88476239-88476420:NM_001012338	182	202.0485	0.7551	0.7551	0.0673	0.0551
chr15:88483850-88483989:NM_001012338	140	171.7795	0.6577	0.6577	0.0570	0.0351
chr15:88576084-88576281:NM_001012338	198	183.0181	0.6596	0.6596	0.0627	0.0436
chr15:88669498-88669609:NM_001012338	112	252.9609	0.8806	0.8806	0.0492	0.0314
chr15:88670389-88671970:NM_001012338	1582	227.2067	0.8637	0.8637	0.0237	0.0188
chr15:90631814-90631984:NM_002168	171	206.3955	0.7809	0.7809	0.1078	0.0863
chr15:91303327-91303337:chr15:91303327-91303337	11	137.9821	0.4920	0.4920	0.1429	0.1145
chr16:68771314-68771371:NM_004360	58	219.7404	0.8459	0.8459	0.0494	0.0379
chr16:68772195-68772319:NM_004360	125	212.9957	0.8489	0.8489	0.0956	0.0645
chr16:68835568-68835801:NM_004360	234	339.0135	1.1668	1.1668	0.0508	0.0390
chr16:68842322-68842475:NM_004360	154	217.4599	0.8413	0.8413	0.0680	0.0456
chr16:68842591-68842756:NM_004360	166	158.4558	0.6301	0.6301	0.0996	0.0605
chr16:68844095-68844249:NM_004360	155	335.7273	1.2497	1.2497	0.0708	0.0509
chr16:68845582-68845767:NM_004360	186	134.7848	0.6015	0.6015	0.0646	0.0436
chr16:68846033-68846171:NM_004360	139	257.6269	0.9796	0.9796	0.0817	0.0615
chr16:68847211-68847403:NM_004360	193	157.0587	0.5883	0.5883	0.1037	0.0691
chr16:68849413-68849667:NM_004360	255	340.4002	1.1989	1.1989	0.0564	0.0413
chr16:68853178-68853333:NM_004360	156	260.2309	1.0055	1.0055	0.0916	0.0630
chr16:68855899-68856133:NM_004360	235	335.2921	1.2254	1.2254	0.0691	0.0569
chr16:68857297-68857534:NM_004360	238	307.4929	1.2630	1.2630	0.1251	0.0919
