bin_info	binsize	mean_coverage	normalized_coverage	baseline_mean	baseline_std	baseline_mad
chr4:55153593-55153712:PDGFRA	120	370.4057	0.7274	0.7274	0.0337	0.0269
chr4:55154956-55155075:PDGFRA	120	379.6720	0.7449	0.7449	0.0375	0.0247
chr4:55155169-55155288:PDGFRA	120	434.2735	0.8606	0.8606	0.0481	0.0404
chr4:55156421-55156780:PDGFRA	360	647.4601	1.2613	1.2613	0.0300	0.0277
chr4:55161246-55161485:PDGFRA	240	453.3706	0.8816	0.8816	0.0327	0.0205
chr4:55524156-55524275:KIT	120	415.2630	0.8291	0.8291	0.0483	0.0383
chr4:55561633-55561992:KIT	360	736.5455	1.3567	1.3567	0.0601	0.0477
chr4:55564411-55564770:KIT	360	606.6787	1.1754	1.1754	0.0378	0.0313
chr4:55565744-55565983:KIT	240	603.8254	1.1981	1.1981	0.0540	0.0436
chr4:55569853-55570092:KIT	240	518.4207	1.0279	1.0279	0.0440	0.0389
chr4:55573239-55573478:KIT	240	362.3357	0.7098	0.7098	0.0280	0.0228
chr4:55575588-55575707:KIT	120	375.2171	0.7336	0.7336	0.0295	0.0242
chr4:55589748-55589867:KIT	120	433.2748	0.8597	0.8597	0.0453	0.0379
chr4:55592000-55592239:KIT	240	577.8582	1.1390	1.1390	0.0525	0.0419
chr4:55593378-55593497:KIT	120	557.3904	1.1096	1.1096	0.0506	0.0477
chr4:55593526-55593765:KIT	240	555.6745	1.1009	1.1009	0.0405	0.0292
chr4:55593981-55594100:KIT	120	488.3684	0.9596	0.9596	0.0506	0.0373
chr4:55594173-55594292:KIT	120	550.5369	1.0726	1.0726	0.0327	0.0258
chr4:55595457-55595696:KIT	240	646.4801	1.2663	1.2663	0.0268	0.0216
chr4:55597480-55597599:KIT	120	393.7329	0.7699	0.7699	0.0300	0.0236
chr4:55597981-55599417:BAT-25,KIT,KIT.intron.16	1437	711.8895	1.3054	1.3054	0.0538	0.0463
chr4:55602660-55602779:KIT	120	511.2854	1.0068	1.0068	0.0484	0.0319
chr4:55602877-55602996:KIT	120	554.4911	1.1051	1.1051	0.0563	0.0448
chr4:55603334-55603453:KIT	120	445.6098	0.8869	0.8869	0.0501	0.0391
chr4:55604539-55604778:KIT	240	710.3861	1.3148	1.3148	0.0459	0.0309
chr4:55946099-55946338:KDR	240	588.9628	1.1642	1.1642	0.0427	0.0272
chr4:55948106-55948225:KDR	120	507.6225	1.0106	1.0106	0.0780	0.0504
chr4:55948693-55948812:KDR	120	493.1685	0.9723	0.9723	0.0505	0.0371
chr4:55953730-55953969:KDR	240	608.6823	1.1956	1.1956	0.0543	0.0457
chr4:55955028-55955147:KDR	120	591.5371	1.1785	1.1785	0.0596	0.0471
chr4:55955531-55955650:KDR	120	529.7994	1.0504	1.0504	0.0426	0.0346
chr4:55955854-55955973:KDR	120	566.8159	1.1270	1.1270	0.0642	0.0440
chr4:55956064-55956303:KDR	240	655.7323	1.2738	1.2738	0.0283	0.0227
chr4:55958773-55958892:KDR	120	476.2264	0.9528	0.9528	0.0439	0.0399
chr4:55960926-55961165:KDR	240	635.6916	1.2445	1.2445	0.0240	0.0173
chr4:55961729-55961848:KDR	120	554.6815	1.1038	1.1038	0.0627	0.0437
chr4:55962393-55962512:KDR	120	500.6226	1.0021	1.0021	0.0628	0.0531
chr4:55963822-55963941:KDR	120	627.8385	1.2277	1.2277	0.0420	0.0376
chr4:55964252-55964491:KDR	240	683.3537	1.2909	1.2909	0.0393	0.0306
chr4:55964857-55964976:KDR	120	480.3002	0.9570	0.9570	0.0558	0.0402
chr4:55968036-55968274:KDR	239	674.5125	1.2773	1.2773	0.0349	0.0245
chr4:55968482-55968721:KDR	240	578.5991	1.1468	1.1468	0.0444	0.0313
chr4:55970801-55971160:KDR	360	815.0769	1.4901	1.4901	0.0469	0.0385
chr4:55971994-55972113:KDR	120	452.9440	0.8971	0.8971	0.0510	0.0327
chr4:55972796-55973035:KDR	240	616.6224	1.2028	1.2028	0.0653	0.0527
chr4:55973863-55974102:KDR	240	647.0003	1.2654	1.2654	0.0371	0.0385
chr4:55976532-55976771:KDR	240	623.5705	1.2390	1.2390	0.0427	0.0328
chr4:55976818-55976937:KDR	120	546.3617	1.0881	1.0881	0.0604	0.0496
chr4:55979440-55979679:KDR	240	600.0003	1.1863	1.1863	0.0424	0.0324
chr4:55980243-55980482:KDR	240	572.0287	1.1390	1.1390	0.0506	0.0405
chr4:55981006-55981245:KDR	240	486.2936	0.9586	0.9586	0.0451	0.0333
chr4:55981393-55981632:KDR	240	527.3568	1.0327	1.0327	0.0562	0.0487
chr4:55984750-55984989:KDR	240	471.8361	0.9320	0.9320	0.0404	0.0262
chr4:55987251-55987370:KDR	120	413.1058	0.8088	0.8088	0.0345	0.0302
chr4:55991367-55991486:KDR	120	385.5442	0.7674	0.7674	0.0380	0.0281
chr4:66189825-66189944:EPHA5	120	529.8093	1.0557	1.0557	0.0778	0.0622
chr4:66196221-66197900:EPHA5	1680	649.9811	1.2546	1.2546	0.0403	0.0277
chr4:66201627-66201866:EPHA5	240	637.5844	1.2445	1.2445	0.0462	0.0364
chr4:66213727-66213966:EPHA5	240	499.7651	0.9733	0.9733	0.0516	0.0398
chr4:66217092-66217331:EPHA5	240	629.2459	1.2282	1.2282	0.0518	0.0421
chr4:66218731-66218850:EPHA5	120	300.2717	0.5968	0.5968	0.0435	0.0308
chr4:66230708-66230947:EPHA5	240	486.1822	0.9524	0.9524	0.0377	0.0265
chr4:66231593-66231832:EPHA5	240	471.8613	0.9179	0.9179	0.0414	0.0335
chr4:66233049-66233168:EPHA5	120	413.3940	0.8220	0.8220	0.0670	0.0613
chr4:66242689-66242808:EPHA5	120	522.8910	1.0426	1.0426	0.0689	0.0486
chr4:66270085-66270204:EPHA5	120	473.0981	0.9393	0.9393	0.0495	0.0373
chr4:66279962-66280201:EPHA5	240	634.2217	1.2517	1.2517	0.0520	0.0430
chr4:66286102-66286341:EPHA5	240	614.1027	1.2107	1.2107	0.0946	0.0819
chr4:66356083-66356442:EPHA5	360	713.2486	1.3051	1.3051	0.0597	0.0537
chr4:66361064-66361303:EPHA5	240	594.6292	1.1669	1.1669	0.0603	0.0454
chr4:66467330-66468049:EPHA5	720	724.3643	1.3307	1.3307	0.0631	0.0549
chr4:66509054-66509173:EPHA5	120	374.2762	0.7410	0.7410	0.0602	0.0409
chr4:66535121-66535423:EPHA5	303	650.9572	1.2680	1.2680	0.0310	0.0222
chr4:66535437-66535555:EPHA5	119	553.8162	1.1030	1.1030	0.0728	0.0484
chr4:84383599-84384078:FAM175A	480	640.8372	1.2481	1.2481	0.0241	0.0199
chr4:84384644-84384763:FAM175A	120	287.7798	0.5605	0.5605	0.0571	0.0479
chr4:84388590-84388709:FAM175A	120	286.3706	0.5642	0.5642	0.0560	0.0467
chr4:84390125-84390364:FAM175A	240	522.7846	1.0362	1.0362	0.0461	0.0419
chr4:84391333-84391572:FAM175A	240	627.6524	1.2332	1.2332	0.0543	0.0366
chr4:84393348-84393467:FAM175A	120	342.9729	0.6847	0.6847	0.0870	0.0752
chr4:84397755-84397874:FAM175A	120	269.4837	0.5184	0.5184	0.0651	0.0605
chr4:84403292-84403411:FAM175A	120	289.2510	0.5769	0.5769	0.0256	0.0212
chr4:84405099-84405218:FAM175A	120	465.4033	0.9219	0.9219	0.0539	0.0448
chr4:84405300-84405418:FAM175A	119	398.1394	0.7949	0.7949	0.0312	0.0259
chr4:84406122-84406241:FAM175A	120	353.7989	0.7060	0.7060	0.0331	0.0271
chr4:99802176-99802295:EIF4E	120	176.0830	0.3226	0.3226	0.0247	0.0185
chr4:99806023-99806262:EIF4E	240	251.1191	0.4490	0.4490	0.0226	0.0169
chr4:99808227-99808346:EIF4E	120	389.4827	0.7640	0.7640	0.0505	0.0442
chr4:99809012-99809131:EIF4E	120	289.3076	0.5644	0.5644	0.0604	0.0399
chr4:99812375-99812494:EIF4E	120	465.2295	0.9311	0.9311	0.0951	0.0788
chr4:99823020-99823139:EIF4E	120	329.6612	0.6511	0.6511	0.0326	0.0257
chr4:99850025-99850314:EIF4E	290	526.9461	1.0424	1.0424	0.0549	0.0420
chr4:106155078-106159156:TET2	4079	818.8843	1.4496	1.4496	0.0296	0.0245
chr4:106161459-106164097:TET2	2639	660.7632	1.2682	1.2682	0.0331	0.0251
chr4:106164711-106164950:TET2	240	590.6858	1.1735	1.1735	0.0513	0.0380
chr4:106180732-106180971:TET2	240	655.3680	1.2732	1.2732	0.0330	0.0296
chr4:106182901-106183020:TET2	120	385.1161	0.7537	0.7537	0.0401	0.0300
chr4:106190716-106190955:TET2	240	613.1347	1.2097	1.2097	0.0518	0.0361
chr4:106193719-106194078:TET2	360	688.4951	1.2949	1.2949	0.0640	0.0489
chr4:106196123-106196241:TET2	119	655.2613	1.2545	1.2545	0.0434	0.0330
chr4:106196293-106197732:TET2	1440	796.9127	1.4219	1.4219	0.0296	0.0219
chr4:142949882-142951485:INPP4B	1604	703.8765	1.3031	1.3031	0.0562	0.0402
chr4:143003141-143003380:INPP4B	240	532.5908	1.0605	1.0605	0.0765	0.0608
chr4:143007294-143007413:INPP4B	120	477.5360	0.9523	0.9523	0.0958	0.0882
chr4:143029235-143029354:INPP4B	120	382.7198	0.7586	0.7586	0.0638	0.0488
chr4:143033646-143033885:INPP4B	240	476.4104	0.9388	0.9388	0.0294	0.0246
chr4:143043280-143043399:INPP4B	120	466.0542	0.9184	0.9184	0.0501	0.0363
chr4:143044387-143044626:INPP4B	240	459.9472	0.9102	0.9102	0.0541	0.0403
chr4:143045708-143045947:INPP4B	240	469.9929	0.9146	0.9146	0.0372	0.0320
chr4:143066952-143067191:INPP4B	240	538.3056	1.0641	1.0641	0.0571	0.0417
chr4:143081493-143081732:INPP4B	240	452.7625	0.8954	0.8954	0.0544	0.0478
chr4:143094754-143094993:INPP4B	240	547.9993	1.0917	1.0917	0.0622	0.0526
chr4:143114235-143114354:INPP4B	120	441.8627	0.8756	0.8756	0.0596	0.0520
chr4:143123846-143123965:INPP4B	120	455.8559	0.9033	0.9033	0.0459	0.0319
chr4:143129571-143129690:INPP4B	120	384.3234	0.7590	0.7590	0.0381	0.0313
chr4:143129994-143130233:INPP4B	240	350.6040	0.6975	0.6975	0.0605	0.0510
chr4:143158971-143159210:INPP4B	240	376.2478	0.7475	0.7475	0.0736	0.0587
chr4:143181622-143181741:INPP4B	120	404.0159	0.8054	0.8054	0.0535	0.0421
chr4:143191812-143191931:INPP4B	120	350.4250	0.6853	0.6853	0.0277	0.0215
chr4:143226591-143226710:INPP4B	120	476.5881	0.9479	0.9479	0.0600	0.0557
chr4:143226796-143227123:INPP4B	328	520.5245	1.0266	1.0266	0.0466	0.0331
chr4:143235830-143235949:INPP4B	120	331.7037	0.6561	0.6561	0.0497	0.0420
chr4:143324090-143324209:INPP4B	120	266.7074	0.5113	0.5113	0.0636	0.0517
chr4:143326358-143326477:INPP4B	120	306.4880	0.6088	0.6088	0.0323	0.0219
chr4:143350289-143350408:INPP4B	120	300.0954	0.6000	0.6000	0.0409	0.0297
chr4:143352307-143352426:INPP4B	120	447.7381	0.8880	0.8880	0.0547	0.0308
chr4:153244212-153244331:FBXW7	120	408.7906	0.8152	0.8152	0.0554	0.0440
chr4:153245321-153245560:FBXW7	240	587.8495	1.1640	1.1640	0.0676	0.0450
chr4:153247151-153247390:FBXW7	240	483.2588	0.9278	0.9278	0.0385	0.0303
chr4:153249331-153249570:FBXW7	240	440.2878	0.8658	0.8658	0.0394	0.0277
chr4:153250821-153250940:FBXW7	120	349.9631	0.6860	0.6860	0.0356	0.0200
chr4:153251833-153252072:FBXW7	240	584.5224	1.1520	1.1520	0.0653	0.0464
chr4:153253668-153253907:FBXW7	240	457.9064	0.9064	0.9064	0.0370	0.0239
chr4:153258901-153259140:FBXW7	240	586.1616	1.1521	1.1521	0.0462	0.0372
chr4:153268009-153268248:FBXW7	240	633.1725	1.2447	1.2447	0.0569	0.0506
chr4:153269807-153269926:FBXW7	120	269.4215	0.5140	0.5140	0.0620	0.0524
chr4:153271175-153271294:FBXW7	120	437.9756	0.8740	0.8740	0.0948	0.0745
chr4:153273567-153274166:FBXW7	600	765.4983	1.3370	1.3370	0.0310	0.0210
chr4:153303323-153303682:FBXW7	360	654.3504	1.2587	1.2587	0.0354	0.0287
chr4:153332267-153332626:FBXW7	360	564.3643	1.0903	1.0903	0.0433	0.0363
chr4:153332652-153332813:FBXW7	162	894.5600	1.6177	1.6177	0.0861	0.0565
chr4:153332820-153333058:FBXW7	239	775.3912	1.4176	1.4176	0.0353	0.0292
chr4:185309886-185310245:IRF2	360	534.8465	1.0679	1.0679	0.0351	0.0257
chr4:185311820-185311939:IRF2	120	424.6496	0.8444	0.8444	0.0374	0.0267
chr4:185320032-185320271:IRF2	240	613.3971	1.2217	1.2217	0.0232	0.0191
chr4:185328316-185328435:IRF2	120	374.3178	0.7370	0.7370	0.0511	0.0398
chr4:185329311-185329430:IRF2	120	385.8021	0.7628	0.7628	0.0364	0.0277
chr4:185339284-185339403:IRF2	120	432.9438	0.8561	0.8561	0.0598	0.0495
chr4:185339655-185339894:IRF2	240	540.5820	1.0494	1.0494	0.0376	0.0318
chr4:185340613-185340732:IRF2	120	386.6193	0.7688	0.7688	0.0299	0.0268
chr4:185350115-185350234:IRF2	120	372.4827	0.7355	0.7355	0.0259	0.0176
chr4:187509701-187510420:FAT1	720	591.5196	1.1749	1.1749	0.0355	0.0277
chr4:187511480-187511599:FAT1	120	358.8121	0.7180	0.7180	0.0451	0.0415
chr4:187516792-187517031:FAT1	240	595.7444	1.1770	1.1770	0.0490	0.0388
chr4:187517650-187518369:FAT1	720	619.1848	1.2098	1.2098	0.0270	0.0224
chr4:187518831-187518950:FAT1	120	351.2628	0.6991	0.6991	0.0392	0.0306
chr4:187519083-187519322:FAT1	240	451.8534	0.8952	0.8952	0.0211	0.0152
chr4:187521043-187521522:FAT1	480	638.9676	1.2442	1.2442	0.0278	0.0184
chr4:187522382-187522621:FAT1	240	422.5624	0.8329	0.8329	0.0373	0.0212
chr4:187524003-187524242:FAT1	240	542.0222	1.0656	1.0656	0.0209	0.0182
chr4:187524311-187525150:FAT1	840	523.8294	1.0275	1.0275	0.0292	0.0260
chr4:187525510-187525749:FAT1	240	344.2825	0.6761	0.6761	0.0305	0.0209
chr4:187527176-187527415:FAT1	240	543.6699	1.0738	1.0738	0.0392	0.0291
chr4:187530286-187530525:FAT1	240	460.1771	0.9063	0.9063	0.0270	0.0204
chr4:187530942-187531181:FAT1	240	340.8968	0.6711	0.6711	0.0405	0.0325
chr4:187532495-187532974:FAT1	480	497.7843	0.9758	0.9758	0.0219	0.0173
chr4:187534260-187534499:FAT1	240	508.0434	1.0140	1.0140	0.0478	0.0337
chr4:187535302-187535541:FAT1	240	409.4108	0.8173	0.8173	0.0431	0.0367
chr4:187538138-187538377:FAT1	240	409.5620	0.8160	0.8160	0.0319	0.0281
chr4:187538856-187542935:FAT1	4080	635.6557	1.2505	1.2505	0.0185	0.0153
chr4:187549293-187549532:FAT1	240	543.4426	1.0917	1.0917	0.0443	0.0319
chr4:187549600-187549959:FAT1	360	528.3193	1.0353	1.0353	0.0339	0.0234
chr4:187554788-187555027:FAT1	240	493.2753	0.9724	0.9724	0.0414	0.0309
chr4:187557164-187557403:FAT1	240	458.7111	0.9127	0.9127	0.0448	0.0324
chr4:187557724-187558083:FAT1	360	482.2916	0.9433	0.9433	0.0257	0.0162
chr4:187560847-187560966:FAT1	120	267.9989	0.5185	0.5185	0.0540	0.0421
chr4:187584430-187584789:FAT1	360	519.4819	1.0340	1.0340	0.0390	0.0293
chr4:187627678-187631037:FAT1	3360	595.7928	1.1751	1.1751	0.0297	0.0232
chr5:218443-218562:SDHA	120	366.5158	0.7178	0.7178	0.0460	0.0315
chr5:223581-223700:SDHA	120	366.8228	0.7243	0.7243	0.0231	0.0170
chr5:224436-224675:SDHA	240	313.1470	0.6200	0.6200	0.0343	0.0236
chr5:225486-225725:SDHA	240	485.3279	0.9636	0.9636	0.0274	0.0202
chr5:225960-226199:SDHA	240	677.2783	1.2854	1.2854	0.0378	0.0309
chr5:228254-228493:SDHA	240	502.5983	0.9955	0.9955	0.0385	0.0293
chr5:230933-231172:SDHA	240	486.1473	0.9687	0.9687	0.0270	0.0210
chr5:233556-233795:SDHA	240	459.4894	0.9006	0.9006	0.0234	0.0202
chr5:235237-235476:SDHA	240	533.1113	1.0498	1.0498	0.0197	0.0146
chr5:236509-236748:SDHA	240	541.6966	1.0571	1.0571	0.0213	0.0179
chr5:240473-240592:SDHA	120	441.9665	0.8722	0.8722	0.0407	0.0351
chr5:251103-251222:SDHA	120	415.8359	0.8279	0.8279	0.0430	0.0356
chr5:251437-251916:SDHA	480	583.9322	1.1625	1.1625	0.0424	0.0290
chr5:254505-254624:SDHA	120	294.8349	0.5816	0.5816	0.0282	0.0226
chr5:256433-256552:SDHA	120	424.5524	0.8499	0.8499	0.0694	0.0555
chr5:1253843-1253962:TERT	120	448.0210	0.8813	0.8813	0.0622	0.0431
chr5:1254432-1254671:TERT	240	474.4724	0.9341	0.9341	0.0707	0.0548
chr5:1255345-1255584:TERT	240	491.6049	0.9494	0.9494	0.0401	0.0271
chr5:1258684-1258803:TERT	120	318.0276	0.6168	0.6168	0.0322	0.0259
chr5:1260532-1260771:TERT	240	672.3261	1.2707	1.2707	0.0326	0.0291
chr5:1264494-1264733:TERT	240	503.2810	0.9876	0.9876	0.0693	0.0545
chr5:1266555-1266674:TERT	120	376.3823	0.7310	0.7310	0.0368	0.0246
chr5:1268632-1268751:TERT	120	241.8342	0.4362	0.4362	0.0310	0.0240
chr5:1271217-1271336:TERT	120	252.0474	0.4670	0.4670	0.0511	0.0296
chr5:1272288-1272407:TERT	120	414.6904	0.8051	0.8051	0.0477	0.0388
chr5:1278714-1278953:TERT	240	517.0128	1.0007	1.0007	0.0468	0.0408
chr5:1279376-1279615:TERT	240	530.2047	1.0158	1.0158	0.0404	0.0328
chr5:1280244-1280483:TERT	240	528.7566	1.0387	1.0387	0.0647	0.0441
chr5:1282522-1282761:TERT	240	637.5130	1.2222	1.2222	0.0592	0.0508
chr5:1293385-1294824:TERT	1440	702.6629	1.2820	1.2820	0.0280	0.0230
chr5:1294883-1296202:TERT	1320	537.9588	1.0393	1.0393	0.0607	0.0489
chr5:31401484-31401723:DROSHA	240	443.4781	0.8783	0.8783	0.0376	0.0225
chr5:31405747-31405866:DROSHA	120	333.2965	0.6560	0.6560	0.0594	0.0521
chr5:31406947-31407066:DROSHA	120	317.5162	0.6260	0.6260	0.0370	0.0252
chr5:31409155-31409274:DROSHA	120	463.8438	0.9187	0.9187	0.0572	0.0475
chr5:31409338-31409457:DROSHA	120	514.3174	1.0237	1.0237	0.0613	0.0466
chr5:31410804-31411043:DROSHA	240	541.8669	1.0726	1.0726	0.0521	0.0451
chr5:31421372-31421491:DROSHA	120	325.8273	0.6399	0.6399	0.0444	0.0309
chr5:31422853-31423092:DROSHA	240	540.0722	1.0749	1.0749	0.0650	0.0494
chr5:31424497-31424616:DROSHA	120	456.1260	0.9162	0.9162	0.0445	0.0366
chr5:31429557-31429676:DROSHA	120	314.8898	0.6209	0.6209	0.0337	0.0235
chr5:31431674-31431793:DROSHA	120	378.9665	0.7551	0.7551	0.0469	0.0360
chr5:31435862-31435981:DROSHA	120	384.1280	0.7615	0.7615	0.0535	0.0333
chr5:31437316-31437435:DROSHA	120	313.8739	0.6293	0.6293	0.0576	0.0490
chr5:31448625-31448744:DROSHA	120	453.4406	0.8994	0.8994	0.0783	0.0644
chr5:31449337-31449576:DROSHA	240	652.2586	1.2631	1.2631	0.0377	0.0335
chr5:31451634-31451753:DROSHA	120	333.4538	0.6445	0.6445	0.0327	0.0261
chr5:31464337-31464456:DROSHA	120	372.8483	0.7327	0.7327	0.0410	0.0355
chr5:31466279-31466398:DROSHA	120	344.1589	0.6782	0.6782	0.0387	0.0266
chr5:31467989-31468228:DROSHA	240	514.2423	1.0237	1.0237	0.0557	0.0381
chr5:31472135-31472374:DROSHA	240	380.9959	0.7578	0.7578	0.0314	0.0210
chr5:31483638-31483757:DROSHA	120	416.0771	0.8291	0.8291	0.0781	0.0692
chr5:31484969-31485088:DROSHA	120	411.7367	0.8149	0.8149	0.0560	0.0442
chr5:31486574-31486693:DROSHA	120	357.8708	0.7099	0.7099	0.0460	0.0354
chr5:31493297-31493416:DROSHA	120	357.8922	0.7101	0.7101	0.0307	0.0240
chr5:31495376-31495495:DROSHA	120	360.6783	0.7087	0.7087	0.0352	0.0296
chr5:31504643-31504762:DROSHA	120	361.0475	0.7173	0.7173	0.0368	0.0329
chr5:31508686-31508925:DROSHA	240	547.7624	1.0920	1.0920	0.0407	0.0337
chr5:31511093-31511332:DROSHA	240	553.4919	1.0974	1.0974	0.0587	0.0439
chr5:31515091-31515330:DROSHA	240	542.4816	1.0730	1.0730	0.0545	0.0423
chr5:31515635-31515753:DROSHA	119	431.6479	0.8604	0.8604	0.0600	0.0440
chr5:31521217-31521336:DROSHA	120	337.0837	0.6734	0.6734	0.0377	0.0305
chr5:31526183-31527022:DROSHA	840	542.3809	1.0817	1.0817	0.0456	0.0316
chr5:31529097-31529216:DROSHA	120	310.8148	0.6075	0.6075	0.0261	0.0176
chr5:35857061-35857180:IL7R	120	378.4089	0.7482	0.7482	0.0671	0.0590
chr5:35860904-35861143:IL7R	240	428.6252	0.8450	0.8450	0.0383	0.0334
chr5:35867367-35867606:IL7R	240	474.4038	0.9425	0.9425	0.0494	0.0376
chr5:35871117-35871356:IL7R	240	446.0360	0.8818	0.8818	0.0450	0.0339
chr5:35873546-35873785:IL7R	240	426.3292	0.8405	0.8405	0.0345	0.0237
chr5:35874538-35874657:IL7R	120	395.2516	0.7892	0.7892	0.0541	0.0432
chr5:35875594-35875713:IL7R	120	436.4250	0.8685	0.8685	0.0437	0.0354
chr5:35876037-35876636:IL7R	600	627.4377	1.2386	1.2386	0.0313	0.0268
chr5:38942383-38942502:RICTOR	120	410.4607	0.7723	0.7723	0.0268	0.0235
chr5:38942884-38943123:RICTOR	240	575.6186	1.1417	1.1417	0.0812	0.0708
chr5:38944490-38944729:RICTOR	240	517.7272	1.0278	1.0278	0.0815	0.0650
chr5:38944973-38945212:RICTOR	240	603.5672	1.1929	1.1929	0.0782	0.0702
chr5:38945590-38945829:RICTOR	240	641.7314	1.2488	1.2488	0.0580	0.0514
chr5:38946553-38946672:RICTOR	120	425.2437	0.8454	0.8454	0.0767	0.0634
chr5:38947335-38947574:RICTOR	240	603.6043	1.1981	1.1981	0.0722	0.0484
chr5:38949434-38949553:RICTOR	120	499.5577	0.9862	0.9862	0.0646	0.0541
chr5:38949779-38950858:RICTOR	1080	817.3261	1.4334	1.4334	0.0279	0.0238
chr5:38952293-38952532:RICTOR	240	561.9059	1.0664	1.0664	0.0273	0.0233
chr5:38953080-38953199:RICTOR	120	569.3748	1.1257	1.1257	0.0845	0.0592
chr5:38953550-38953669:RICTOR	120	426.9837	0.8500	0.8500	0.0915	0.0717
chr5:38954860-38954979:RICTOR	120	358.4819	0.6992	0.6992	0.0361	0.0280
chr5:38955692-38955811:RICTOR	120	385.5616	0.7572	0.7572	0.0504	0.0328
chr5:38957733-38957852:RICTOR	120	362.5440	0.7202	0.7202	0.0776	0.0695
chr5:38958524-38958643:RICTOR	120	499.0537	0.9860	0.9860	0.0769	0.0543
chr5:38958732-38958971:RICTOR	240	655.9177	1.2621	1.2621	0.0517	0.0367
chr5:38959241-38959480:RICTOR	240	564.1632	1.1199	1.1199	0.0840	0.0685
chr5:38959861-38960100:RICTOR	240	697.0444	1.2722	1.2722	0.0376	0.0338
chr5:38960448-38960687:RICTOR	240	768.9407	1.4153	1.4153	0.1175	0.1071
chr5:38962380-38962499:RICTOR	120	314.2871	0.6241	0.6241	0.0471	0.0444
chr5:38962578-38962697:RICTOR	120	411.5066	0.8195	0.8195	0.0678	0.0560
chr5:38962941-38963180:RICTOR	240	672.1741	1.2605	1.2605	0.0328	0.0249
chr5:38964885-38965004:RICTOR	120	433.6605	0.8489	0.8489	0.0392	0.0262
chr5:38966724-38966843:RICTOR	120	313.5865	0.6232	0.6232	0.0368	0.0249
chr5:38967236-38967355:RICTOR	120	555.2300	1.1071	1.1071	0.0700	0.0571
chr5:38967424-38967543:RICTOR	120	614.4621	1.2037	1.2037	0.0727	0.0521
chr5:38968029-38968148:RICTOR	120	439.8098	0.8507	0.8507	0.0310	0.0258
chr5:38971960-38972079:RICTOR	120	307.8715	0.5997	0.5997	0.0389	0.0331
chr5:38975613-38975732:RICTOR	120	520.7846	1.0156	1.0156	0.0597	0.0481
chr5:38978659-38978778:RICTOR	120	321.7492	0.6337	0.6337	0.0523	0.0465
chr5:38981934-38982173:RICTOR	240	605.9721	1.1933	1.1933	0.0598	0.0552
chr5:38990994-38991233:RICTOR	240	574.1075	1.1429	1.1429	0.0902	0.0685
chr5:38996893-38997012:RICTOR	120	391.1919	0.7758	0.7758	0.0401	0.0240
chr5:39002583-39002822:RICTOR	240	628.8701	1.2274	1.2274	0.0594	0.0508
chr5:39003633-39003752:RICTOR	120	429.8597	0.8561	0.8561	0.0657	0.0504
chr5:39021130-39021249:RICTOR	120	421.5797	0.8229	0.8229	0.0261	0.0230
chr5:39074177-39074296:RICTOR	120	425.5940	0.8487	0.8487	0.0651	0.0561
chr5:39074395-39074514:RICTOR	120	336.1313	0.6704	0.6704	0.0613	0.0484
chr5:44305076-44305315:FGF10	240	540.7583	1.0648	1.0648	0.0612	0.0390
chr5:44310521-44310640:FGF10	120	374.4302	0.7429	0.7429	0.0430	0.0384
chr5:44388443-44388802:FGF10	360	680.8803	1.2769	1.2769	0.0436	0.0404
chr5:56111372-56111490:MAP3K1	119	451.0853	0.9181	0.9181	0.0346	0.0228
chr5:56111569-56111928:MAP3K1	360	492.2785	0.9785	0.9785	0.0855	0.0603
chr5:56112853-56112972:MAP3K1	120	357.7581	0.7144	0.7144	0.0395	0.0282
chr5:56116191-56116670:MAP3K1	480	456.1644	0.8906	0.8906	0.0245	0.0187
chr5:56152383-56152622:MAP3K1	240	637.4227	1.2444	1.2444	0.0474	0.0360
chr5:56155522-56155761:MAP3K1	240	500.9177	0.9887	0.9887	0.0455	0.0346
chr5:56160541-56160780:MAP3K1	240	556.3854	1.0960	1.0960	0.0573	0.0438
chr5:56161165-56161284:MAP3K1	120	404.4002	0.7961	0.7961	0.0490	0.0424
chr5:56161610-56161849:MAP3K1	240	414.0158	0.8191	0.8191	0.0580	0.0519
chr5:56167678-56167917:MAP3K1	240	504.9485	1.0067	1.0067	0.0561	0.0430
chr5:56168449-56168568:MAP3K1	120	386.0327	0.7588	0.7588	0.0430	0.0335
chr5:56168622-56168861:MAP3K1	240	626.5422	1.2338	1.2338	0.0607	0.0598
chr5:56170819-56171178:MAP3K1	360	527.8241	1.0056	1.0056	0.0316	0.0256
chr5:56174748-56174987:MAP3K1	240	465.6999	0.9095	0.9095	0.0281	0.0236
chr5:56176524-56176643:MAP3K1	120	361.6911	0.7131	0.7131	0.0431	0.0348
chr5:56176885-56177124:MAP3K1	240	498.1010	0.9911	0.9911	0.0645	0.0519
chr5:56177385-56178704:MAP3K1	1320	669.5648	1.2626	1.2626	0.0314	0.0264
chr5:56179310-56179549:MAP3K1	240	483.5962	0.9571	0.9571	0.0495	0.0322
chr5:56180453-56180692:MAP3K1	240	529.6791	1.0534	1.0534	0.0736	0.0525
chr5:56181705-56181944:MAP3K1	240	449.2039	0.8809	0.8809	0.0470	0.0355
chr5:56183157-56183396:MAP3K1	240	594.2844	1.1713	1.1713	0.0524	0.0440
chr5:56183999-56184238:MAP3K1	240	269.0891	0.5200	0.5200	0.0551	0.0460
